company,description,salary,technologies,title
Beetroot,"We are looking for a Senior Python Developer to join a cutting-edge IoT energy platform. Drive innovation and help shape the future of clean energy! Our client is a leading IoT smart metering platform transforming the energy industry in Southeast Asia and Sub-Saharan Africa. Their mission is to revolutionize how utilities manage energy, reduce operational costs, and increase revenue. They work with grid and off-grid utilities to provide clean, reliable, and low-cost energy solutions, utilizing advanced technology to detect energy theft, optimize performance, and support sustainable energy management practices. As a Senior Backend Developer, you’ll be responsible for designing, building, and maintaining scalable backend services that power our client’s IoT platform. You’ll work closely with engineers to develop robust backend systems for their smart metering solutions. The role demands experience with Python, Django, and related technologies, and the ability to optimize platform performance and reliability. In our collaboration model, you’ll be working and communicating directly with the client’s development team. What you’ll do in this role    Develop, maintain, and enhance backend services and APIs using Python, Django, and Django Rest Framework (DRF) Implement asynchronous task queues using Celery to manage background processes Work with SQL and NoSQL databases, such as MySQL and AWS DynamoDB, for efficient data management Utilize Kafka for real-time data streaming and event-driven architecture Deploy, manage, and monitor applications in AWS using tools like Terraform for infrastructure as code Integrate CI/CD pipelines using Jenkins and GitLab CI for automated testing and deployments Optimize application performance, reliability, and scalability in Linux-based environments Collaborate with cross-functional teams to develop new features and enhance existing functionality Troubleshoot and resolve issues, ensuring high availability and performance of the platform We’re looking for 5+ years of backend development experience with a strong focus on Python Proficiency in Django and Django Rest Framework (DRF) Experience with Celery for managing background tasks Strong knowledge of MySQL and AWS DynamoDB databases Experience with Kafka for real-time data streaming Proficiency in AWS cloud services and infrastructure management with Terraform Familiarity with CI/CD pipelines (Jenkins, GitLab CI) Strong Linux skills for deployment and troubleshooting Familiarity with distributed systems and microservices architecture Excellent English communication skills, at least upper-intermediate level How to knock our socks off Experience with FastAPI for building high-performance APIs Knowledge of AWS Lambda and Step Functions for serverless workflows Familiarity with AWS ECS for container orchestration Frontend experience with Angular and testing with Cypress You love Borsch! ✔  Not checking every box? This job looks very exciting, but you hesitate to apply because of the confidence gap? Reach out to us anyway! Beetroot is an inclusive workplace that considers all applicants. Equality is one of our core values. We’re committed to providing equal opportunity and a sense of belonging for all Beetroot consultants and candidates. So let’s discover together whether we could be an excellent fit for each other.",Not specified,"Python,Django,FastAPI,AWS,API,Terraform,Celery,MySQL,Jenkins,GitLab CI,DRF,GIT",Senior Backend Developer
GR8 Tech,"GR8 Tech is a global product company that provides innovative, scalable platforms and business solutions for the iGaming industry. 

 We have great experience: GR8 Tech platform successfully handles millions of active players and offers best practices to develop and grow in the gambling industry. We are here to provide great gaming tech to satisfy even greater ambition! 

 We develop complete tech coverage for gambling businesses worldwide, including iGaming platform solutions, consulting, integration, and long-lasting operation services. 

 We are driven by our ambition to make a great product with great people! Together we move the world of iGaming forward — join! 

 About your key responsibilities and impact: —	Developing, testing, and supporting features; —	Creating and maintaining automated unit tests and functional tests; —	Seeking, giving, and receiving critical feedback in a constructive manner, including but not limited to code reviews; —	Engaging in engineering on-call escalated support of services owned by the team; —	Working with product management to get requirements and drive technical feedback on complexity/approaches. 

 Essential professional experience: —	1.5+ years of proven experience writing high-quality code using Python; —	An understanding of design for scalability, performance, and reliability; —	Strong Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem-solving, and complexity analysis; —	Ability and willingness to learn about new technologies; —	Self-motivated and proactive, able to take ownership and deliver results; —	Personal drive to get things finished; —	Fundamental understanding of Kubernetes and Helm; —	Experience in writing, and improving complex SQL queries; —	Base knowledge of Airflow; —	Good knowledge of PostgreSQL or other databases.  

 Desirable skills and personal features: —	Experience with AWS; —	Data Science experience; —	CI/CD pipeline experience; —	Base knowledge of Spark; —	Fundamental understanding of Flink; —	Experience with Kafka; —	Hands-on experience with infrastructure provisioning and configuration using Infrastructure as Code (IaC) principles; —	Experience with Go. 

 What we offer: 

 Benefits Cafeteria: —	Sports compensation; —	Medical coverage; —	Psychological support; —	Home-office coverage.  

 Work-life: —	Remote work, Coworking compensation; —	Childcare budget; —	Maternity leave; —	Paternity leave; —	Additional 2 days for family events.  

 Our GR8 Culture: —	Open feedback and transparent direct communications; —	Growth and development: better every day; —	High tolerance to experiment and mistakes; —	Supportive friendly environment.",Not specified,"Python,AWS,Kubernetes,PostgreSQL",Middle Python Engineer (Data Engineer)
inVerita,"Project description: Our customer is the global leader in news release distribution and regulatory disclosure. Investor relations, public relations, public policy and marketing professionals rely on it for secure and accurate distribution of market-moving news and multimedia. Founded in 1961, company is a trusted source for news organizations, journalists, investment professionals, and regulatory authorities, delivering news directly into editorial systems and leading online news sources via its multi-patented NX Network. It has 18 newsrooms worldwide to meet the needs of communications professionals and news media. Qualifications: At least 5+ years of experience as a Senior Software Development Engineer in Test; Working knowledge of Python (3.9); Working knowledge of JS or be willing to learn; Extensive experience in manual testing (functional, end-to-end, and other types of testing); Extensive experience in Python-based test automation frameworks; Extensive experience with testing REST APIs (using RestAssured,  Mocky.io , or similar API frameworks); Extensive experience with testing Selenium UI automation (using PyTest, Cypress, or similar frameworks); Working knowledge of TestRail to write and execute test cases; Excellent understanding of CI automation tools and build systems, such as Jenkins, GitHub-actions, and docker; Working experience in performance testing using Locust or similar tools is a plus; Experience in the development and execution of comprehensive test plans; Outstanding communication skills; Passion for software quality engineering; English level: Advanced. 

 Responsibilities: Develop test strategies and detailed test plans across the client portfolio of products and features; Develop, maintain, and improve automated tests, identify and solve problems at the component or feature level; Perform both manual and automated testing; Work closely with the development team to develop high-quality products; Ability to investigate and debug difficult problems and independently work towards results; Actively participate in multiple functional areas. We offer: Career and professional development opportunities; Flexible working hours; Remote work opportunities; 20 paid vacations per business year and National Ukrainian holidays; 10 paid sick leaves; Mentorship program; Courses and Certifications; Business English courses of all levels; Team parties, company events, and branded presents; Comfortable office, equipped with everything you need and round-the-clock access.",Not specified,"Python,API,Docker,Jenkins,pytest,GIT",Senior Software Development Engineer in Test (Python)
MindfulMatch,"We are seeking a talented Full Stack Developer to work with our dynamic team, focusing on advancing computer vision phenotyping solutions. The ideal candidate will possess expertise in both front-end and back-end development (ideally Python), with a strong understanding of machine learning frameworks and computer vision algorithms (need understanding of cloud platforms such as GCP, AWS or Azure). Term of reference include designing, developing, and maintaining scalable mobile and web applications, implementing robust APIs (restful), and collaborating closely with data scientists to integrate cutting-edge phenotyping models.   Hard Skills needed   — Extensive experience and proficiency in modern programming languages (such as Python, JavaScript, and SQL) and expertise in front-end development technologies (HTML, CSS, JavaScript, and frameworks like React or Angular). — Experience with cloud services (Google, AWS, Azure) are essential as well as experience in developing web and mobile applications — At least three years of proven experience as a Full Stack Developer or in a similar role. — Experience with building and maintaining scalable mobile and web applications. — Knowledge of API development and integration (RESTful services). — Experience in designing and developing intuitive and visually appealing user interfaces. — Proficiency in creating scalable and efficient backend systems for data collection, storage, and processing. — Experience with data validation mechanisms and ensuring data accuracy, integrity, and consistency. — Familiarity with performance optimization in resource-constrained environments. — Proven track record of conducting rigorous testing and quality assurance (unit testing, integration testing); — Experience in developing simple Android apps is a big plus.    Soft Skills needed: — Excellent attention to detail and organizational skills — Fluent in English, both written and spoken. — Team player with a strong commitment and a fervent passion for technology. We want to hear from you if you’re interested in working with our dynamic team and ready to start a new challenge!",до $7000,"Python,AWS,API,Azure,ML",Senior Full Stack Developer Python+JavaScript
inVerita,"Project description: Our customer is the global leader in news release distribution and regulatory disclosure. Investor relations, public relations, public policy and marketing professionals rely on it for secure and accurate distribution of market-moving news and multimedia. Founded in 1961, company is a trusted source for news organizations, journalists, investment professionals, and regulatory authorities, delivering news directly into editorial systems and leading online news sources via its multi-patented NX Network. It has 18 newsrooms worldwide to meet the needs of communications professionals and news media. 

 Qualifications: At least 2+ years of experience as a Software Development Engineer in Test; Experience in Python-based test automation frameworks and excellent command of Python programming language; Working knowledge of TestRail to write and execute test cases; Extensive experience in the development and execution of comprehensive test plans; Extensive experience in functional, end-to-end, and other types of testing; Working knowledge of Python; Working knowledge of JS or be willing to learn; Experience with testing Selenium UI automation (using PyTest, Cypress, or similar frameworks); Outstanding communication skills; Independent, self-starter, self-directed and self-motivated individual who takes complete ownership of the product and its outcome; English level: Advanced. 

 Responsibilities: Develop detailed test plans across BusinessWire’s portfolio of products and features; Work closely with the development team to develop high-quality products; Perform both manual and automated testing; Ability to investigate and debug difficult problems and independently work towards results; Actively participate in multiple functional areas; Analyze, research, and test new features; Maintain and improve automated test coverage. We offer: Career and professional development opportunities; Flexible working hours; Remote work opportunities; 20 paid vacations per business year and National Ukrainian holidays; 10 paid sick leaves; Mentorship program; Courses and Certifications; Business English courses of all levels; Team parties, company events, and branded presents; Comfortable office, equipped with everything you need and round-the-clock access.",Not specified,"Python,pytest",Middle Software Development Engineer in Test (Python)
Intellias,"Our client is an award-winning market leader in the smart home IoT category and is looking for a long-term strategic collaboration with the engineering team to help with the creation of innovative, smart home security solutions that deliver an exceptional user experience. ​ What project we have for you As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedure. Perform profiling, and troubleshooting of microservice-based solutions. Participate in technical discussions to find the right architecture/design solution. Develop new features. Provide design, implementation, and complete testing of new features in supported programming languages (Java). Write a highly optimized Java code. Design interfaces and implementation to support reusability, testability, and modularity. Integrate our solution with other parts of the Navigation platform. Ensure the features are integrated into the target platforms in a way that meets the expectations of the customer. Be in touch with the client and PO. 

 What you need for this 4+ in-depth knowledge of OOPS/Core Java and J2EE development. 3+ years of hands-on experience in design using DDD, building Microservices using Java/J2EE, Spring, Spring Boot, REST, Spring Cloud, JWT, Oauth 2.0, 12 Factor Apps, and SOLID principles. BS in Computer Science, or equivalent work experience. Hands-on experience in developing and deploying Microservice solutions on-premise/cloud infrastructure (AWS). Hands-on experience in Microservice containerization with Docker, and Kubernetes. Experience in microservice-based solution design using the following architecture aspects: Availability, Cloud Traffic Management, Maintainability, Operability, Scalability, and Portability. Practical expertise in performance tuning and optimization, bottleneck problems analysis. Solid technical expertise and troubleshooting skills. Knowledge of common web applications and mobile frameworks. Demonstrated expertise in bringing applications to Cloud. Dynamo DB. AWS. Rest API. Readiness to learn new technologies and business domains. Self-motivated, well-organized, detail-oriented, and a very strong team player. Very good communication skills in English, both written and spoken. Nice to have: Python. 

 What it’s like to work at Intellias At Intellias, we are committed to being an equal opportunity employer, fostering equity, diversity, and inclusion. We welcome and celebrate the differences of all qualified applicants. Join Intellias for a career where your unique perspectives are not only valued but crucial to our success.",Not specified,"Python,Bottle,AWS,API,Docker,Kubernetes",Strong Middle Java/Backend Developer
INCOAlliance,"We’re looking for an experienced QA Automation Engineer to join our team. You’ll help us improve our quality processes as we move towards full test automation and CI/CD implementation.  Requirements: At least 5 years of experience as a QA automation engineer and developing test automation and infrastructures using Python (advantage) and/or Java. A deep understanding of quality methodologies, testing tools, and CI/CD flows. Experience with Kubernetes, microservices, or cloud technologies would be a significant advantage. Experience with Linux shell and CI/CD utilities would also be a significant advantage. Upper intermediate level of English proficiency. Responsibilities: Designing, writing, developing, and maintaining tests that cover the entire application workflow from start to finish. Build and deploy test pipelines and test processes in CI/CD environment. Creating tools that allow customers to perform testing on their own can enhance the overall user experience and provide them with more control over the software. Develop smart, stable, and clean code using Python, Java and more — BE & FE tests with various tools. Being part of an agile team means working collaboratively, adapting to changes quickly, and delivering value in short iterations. We offer: Сompetitive compensation based on your skills and experience. 24 days of annual paid vacation and 5 sick leaves. Accounting as a service. Long-term employment. Recruitment process: Intro call with with HR (30 mins). A technical interview with QA Automation Engineers(60 mins). An interview with QA Manager (45 mins). Final interview with VP of R&D (30 mins). Final feedback received within a  2-4  days after the interview. Please send your CV in English along with your salary expectations if you are a good match for this position",Not specified,"Python,Kubernetes",QA Automation Engineer (Python)
Waverley Software,"Our client provides application creation & management platform to companies seeking greater control over their demo experience. The product allows sales and marketing teams to customize, control, and share their company’s software product as a perfect demo package. For engineers: our client believes in building fast, making it easy for developers to do their job and adding value to the product daily. We have a very fast CI/CD system (45 seconds from push to production), a high-velocity engine that continues to add value to the product, and a team-first approach to mentorship and personal growth. Our stories ideally are 2 day projects each and in the last 30 days, we’ve pushed 40 PRs to production. If you’re looking for a dynamic pace, close teamwork and support, and a constant stream of new challenges, come join us! Requirements: 8+ years of experience in front-end software development Proficiency in frontend frameworks such as Vue.Js​ Experience with Python Proficiency with Typescript Comprehension of the importance of maintaining the balance between quality and speed Upper-intermediate English level (both verbal and written) Responsibilities:  Be responsible for developing applications in Vue.js and Python Collaborate with back-end developers to design and implement robust, scalable, and efficient server-side components  Conduct regular code reviews to ensure adherence to coding standards, best practices, and security guidelines  Demonstrate effective problem-solving skills by employing analytical thinking, creativity, and a proactive approach to address challenges and drive innovative solutions within a dynamic work environment",Not specified,Python,JavaScript Architect with Python knowledge
IvorySoft,"IvorySoft is a people-first software engineering and IT consulting company. We provide complex technological solutions for startups and businesses from the USA, UK, Nordic countries, and Canada. To meet our ambitious goals, we are looking for a  Full-Stack (Python+React Developer)  to join the growing team that helps to create innovative solutions for the waste management industry. ABOUT THE PROJECT:   🌐Our customer is a cutting-edge technology company that provides innovative solutions for the waste management industry. Their platform empowers customers to efficiently manage waste and reduce their environmental impact. The user-friendly platform and data-driven insights help clients make informed decisions, driving positive change for the environment. The primary audience for this product consists of Danish and Nordic municipalities, utilizing our end-to-end platform to deliver state-of-the-art waste collection services to their citizens. 📍 The project is under NDA 📍 RESPONSIBILITIES:   👨‍💻 Design, develop, and maintain complex software solutions using Python. 👨‍💻 Write clean, scalable, and maintainable code. 👨‍💻 Collaborate with cross-functional teams to define, design, and ship new features. 👨‍💻 Perform code reviews and ensure adherence to coding standards. 👨‍💻 Stay up-to-date with the latest technology trends and best practices.   REQUIREMENTS:   💻 4+ of experience in  Python (Django)  development. 💻 Experience in  React  development. 💻 Experience with database design and management. 💻 Excellent problem-solving and analytical skills. 💻 Strong communication skills and the ability to work in a team environment. 💻 Experience with  github/ github Actions; Graphql; Cloudformation; AWS Lambda; AWS Cognito.   💻 Experience with Agile methodologies is a plus. About IvorySoft OUR ACHIEVEMENTS    ✅ Building people-first company culture ✅ Top-rated Plus on Upwork with 100% job success score ✅ Building projects from idea to Ycombinator ✅ 50+ successfully finished projects with only positive reviews. ✅ Partnership with Google and MIT REASON TO JOIN US    ✅ Become a part of high-quality projects where you can master the latest technologies and make an impact ✅ Working with high-level specialists who always give enormous motivation for the development ✅ Super friendly atmosphere where everyone matters ✅ No bureaucracy and a lot of opportunities for growth ✅ Remote work opportunity and no time tracking — we genuinely trust our collegues. Company website:   ivorysoft.co",Not specified,"Python,Django,AWS,GIT",Full-Stack (React/ Python) Developer
Globaldev Group,"The project is an online platform designed to streamline business workflows by offering a range of management tools. It focuses on creating an intuitive and user-friendly experience with modern functionality, helping teams efficiently manage and track complex tasks. As we continue to expand and enhance the platform, we are looking for a Senior Full Stack Engineer. Requirements: 4+ years of experience in backend development, primarily with Python  Frontend development skills with React and TypeScript. Proficient with Git and CI/CD workflows. Experience with complex systems, with a focus on reliability and scalability. At least Upper Intermediate level of English is a must-have. Will be a plus: Experience with machine learning libraries like TensorFlow, PyTorch, or Scikit-Learn. Experience working with machine learning / AI models. Familiarity with Vector Databases and associated Machine Learning Algorithms. Responsibilities: Design, implement, and deploy features in a unique Saas platform that performs complex data and  ML-oriented  tasks. Scope and build high-quality integrations with third-party tools and data sources. Build and enhance frontend components with React and TypeScript. Optimize code for reliability, scalability, and performance. Performing regular peer-to-peer code reviews for other team members. Create and maintain our technical documentation in a relevant and up-to-date state. What we offer: Direct cooperation with the already successful, long-term, and growing project. Truly competitive salary. Bookkeeping by a professional accountant. Help and support from our caring HR team.",Not specified,"Python,TensorFlow,PyTorch,scikit-learn,ML,GIT",Strong Middle/Senior Full Stack Developer (Python+React)
Yalantis,"We’re looking for an experienced Python developer to join our team.  Our client,  Sedric,  is a financial technology company focusing on reducing compliance-related risk, accelerating growth-promoting business processes, and enhancing the brand equity of firms operating under stringent customer protection rules. Responsibilities : Participate in analysing and developing appropriate solutions for customer needs on a specific roadmap. Collaborating with other developers and product managers to execute objectives. Develop solid unit and integration tests. Requirements : 6+ years of professional experience in Python. Experience with frameworks like Aiohttp, FastAPI or similar. Experience AWS Cloud Services (cloud formation, sam, IaC). Experience with FireStore and/or DynamoDB database and Python libraries for it. Upper-Intermediate level of English. Nice to have: GraphQL, Python libraries for GraphQL, AWS AppSync. Ability to set up hosting on AWS ECS Fargate. GitHub Actions Our benefits: GROWTH & EDUCATION Individual development plan. Mentoring program. Evaluation process. Professional education. Corporate library. English classes. COMMUNITY Technological community. Volunteering & Charity. Yalantis Education. Project Teambuilding activities. WELLBEING Medical insurance, health check-ups, and sports activities compensation are up to you. Vacation & Day Offs. Mental health support program. Public holidays. WORK ENVIRONMENT Cozy offices (Dnipro, Kyiv, Lviv, Warsaw, Larnaca). Corporate Top-notch equipment and quality tools. Flexible format of work. Eco & Pet-friendly space. Fun activities in offices. Y-bucks & Yalantis store Before sending us your CV, you may read our  Privacy Notice.",Not specified,"Python,FastAPI,AWS,API,aiohttp,GIT",Senior Python developer
Ciklum,"Ciklum  is looking for a  Senior QA Automation (Python) Engineer  to join our team full-time in Ukraine. 

 We are a custom product engineering company that supports both multinational organizations and scaling startups to solve their most complex business challenges. With a global team of over 4,000 highly skilled developers, consultants, analysts and product owners, we engineer technology that redefines industries and shapes the way people live. 

 About the role: 

 As a Senior QA Automation (Python) Engineer, you'll become a part of a cross-functional development team engineering experiences of tomorrow. 

 You become a part of a cross-functional development team working for a company that has developed a platform that provides foreign investors with easy access to investing in real estate in the US. The company focuses on simplifying the process and saving time and bureaucracy for investors outside the US. The platform allows you to get a mortgage or refinance of up to 70% of the property's value, with all steps carried out completely digitally. 

 Responsibilities: 

 	 Create detailed, well-structured test plans and test cases 	 Implement automated distributed tests in Python 	 Gain an in-depth understanding of a complex, clustered system and be able to analyze failures in those systems accurately 	 Collaborate with the R&D team in order to identify and analyze problems, as well as verify and test solutions 	 Become a storage expert who understands the terminology, protocols, configurations, architecture, and practicalities in the frontier of storage technology 	 Architect test automation frameworks from scratch 	 Develop automated functional UI & API tests 	 Integrate automated scripts into the CI/CD process 	 Develop, maintain, and expand automated testing infrastructure 	 Leads code reviews, sets high-quality standards and guides team members in writing better code 	 Define Quality Metrics and implement measurements to determine test effectiveness, and testing efficiency, and measure the overall quality of the Product as a part of the test automation process 	 Analyze test results and report about stability of the product under test 	 Collaborate with other members of the team to automate the manual test processes 	 Manage, analyze, and mitigate testing risks  	 Onboarding of new team members on the project 	 Suggests improvements to testing and release workflow 

 Requirements: 

 We know that sometimes, you can’t tick every box. We would still love to hear from you if you think you’re a good fit! 

 	 Excellent communication skills, speaking and writing English fluently are a must 	 3+ years of professional experience in QA Automation of Web and backend/API testing 	 Solid skills in Python, programming patterns, and principles 	 Storageֿֿ\Networking\Distributed Programming background 	 Experience in Linux; shell scripting: Python, bash 	 An “under the hood” understanding of Python programming that can be used to implement a scalable distributed test environment 	 Thorough experience as an Automation QA Engineer on a complex clustered system 	 Excellent knowledge of different testing methods, techniques, types, and methodologies 	 Experience in the creation or active maintenance of test documentation (test strategy, test plans, etc.) 	 Experience in the creation of automation frameworks from scratch 	 Experience in the test reporting process integration using specific tools 	 Experience in automation scripts using UI and REST APIs using automation tools (e.g. Selenium/Playwright, Request) 	 Familiarity with different automated test frameworks ( Pytest, Robot, etc..)  	 Experience with BDD, ATDD, or TDD approaches 	 Experience with implementation of continuous integration processes and tools, CI/CD pipelines  	 Hands-on experience with Docker 

 Desirable: 

 	 Experience with UI testing, such as Playwright and Cypress, is an advantage 	 Knowledge of AWS/GCP/Azure DevOps services  	 Experience with API test automation of microservices-based applications 	 Knowledge of File Systems (NAS) / Block-level Storage / storage networking protocols 	 Experience with mobile automation, cloud device farms 	 Experience with message brokers/queues: SQS, SNS, Kafka, RabbitMQ, etc 	 Good Knowledge of SQL and no-SQL DBs (PostgreSQL, mongo, redis, etc.)  	 Knowledge of different programming languages, such as JS/Java/C# would be a great plus. 	 Experience of working in an Agile Scrum/Kanban development environment 

 Personal skills: 

 	 Super strong ownership of the delivery success 	 Good analytical skills 	 Good team player, motivated to solve complex tasks 	 Strong communication and problem-solving skills 	 Self-motivated, self-disciplined and result-oriented 	 Strong attention to details and accuracy 

 What`s in it for you? 

 	 Care: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultations 	 Tailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy license, language courses and company-paid certifications 	 Growth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globally 	 Own your schedule — you are the one to decide when to start your working day. Just don’t miss your regular team stand-up 	 Opportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfill your potential 	 Global impact: work on large-scale projects that redefine industries with international and fast-growing clients 	 Welcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building events 

 About us: 

 Discover the pros of  20-year  global experience! Join one of the largest IT companies in Ukraine, awarded as one of the top 10 employers in Ukraine by Forbes. Boost your skills and make a difference with cutting-edge projects, skilled colleagues and the latest tech stacks. Ciklum has been recognised as a veteran-friendly business by the Veteran Hub in Ukraine. We're committed to creating a welcoming environment for veterans and developing processes that meet their needs. We value the skills and unique perspectives military veterans can bring to our business and are willing to support their transition to civilian life. 

 Be bold, not bored! Interested already? We would love to get to know you! Submit your application. We can’t wait to see you at Ciklum.",Not specified,"Python,AWS,API,Azure,Docker,Redis,RabbitMQ,PostgreSQL,pytest,GIT",Senior QA Automation (Python) Engineer (24000B6S)
EvoTalents,"Про компанію Apex TECH:   Компанія закритого типу, що спеціалізується на розробці передових фінтех продуктів для іноземних інвестиційних компаній. Мають  5-річний  досвід створенню систем, які сприяють більш точним прогнозам та ефективним рішенням на фінансових ринках. ✔️Продовжують розвивати продукт з використанням Data Science рішення для трейдингу в криптобіржах, у зв’язку з цим шукають експертів у своїй сфері; ✔️Фахівець буде працювати напряму з С-левелом. Зможе впливати на вибір технологій і ключові рішення розвитку продукту; ✔️Передбачається відвідування офісу в Києві (ТРЦ Gulliver). Вимоги:   — Досвід роботи як Python Developer не менше 5 років; — Досвід роботи з бібліотеками Python (Numpy, Pandas, TensorFlow, Keras, PyTorch, та іншими.); — Знання інструментів контролю версій, таких як Git; — Впевнене знання систем баз даних, як реляційних (наприклад, MySQL, PostgreSQL), так і NoSQL (наприклад, MongoDB, Redis); — Досвід роботи з хмарними платформами (AWS, GCP); — Вміння працювати в команді й самостійно. Буде перевагою:   — Досвід роботи з фінансовими даними та платформами для торгівлі на фінансових ринках; — Досвід роботи з торговими платформами; — Досвід у MLOps/DevOps; — Досвід роботи з великими обсягами даних та базами даних; — Досвід розробки та оптимізації нейронних мереж; — Глибоке розуміння алгоритмів машинного навчання та статистичного аналізу; — Досвід роботи з розподіленими системами. Пропонуємо : ✔️ Техніку, необхідну для комфортної та ефективної роботи; ✔️ Можливості для професійного та кар’єрного зростання; ✔️ Бонуси, систему преміювання; ✔️ Гнучкий графік роботи; ✔️ Вмотивовану та кваліфіковану команду спеціалістів.",Not specified,"Python,AWS,Redis,PostgreSQL,MySQL,MongoDB,TensorFlow,PyTorch,Keras,Pandas,NumPy,ML,GIT",Python Engineer
Numerical Technologies Ltd,"Numerical Technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital. Right now, we are looking for a Python Developer to join our team and contribute to the adaptation and optimization of our systems due to transition to a new, custom Graph Parallel Framework. This role involves working on existing data pipelines, configurations, and API endpoints to ensure they are optimized for performance and fully compatible with the new framework.   Key Responsibilities: Adapt and refactor existing data pipelines to integrate seamlessly with the custom Graph Parallel Framework. Update and optimize configuration files to support the new framework, ensuring smooth transitions without disrupting existing functionalities. Refactor and optimize API endpoints to work efficiently within the newly structured pipelines. Focus on maximizing system performance, with particular attention to reducing execution time and optimizing memory usage. Work closely with cross-functional teams to ensure the successful integration and deployment of the custom framework. 

   Qualifications: Solid experience in Python development. Proficiency with SQL and experience working with databases, preferably ClickHouse. Strong understanding of algorithms and data structures. Experience with FastAPI and Linux environments. Ability to adapt existing systems to new frameworks and technologies. Strong problem-solving skills and ability to collaborate effectively in a team environment. We offer:   ◼️ Competitive compensation depending on experience and skills ◼️ Regular assessments and salary reviews ◼️ Paid personal days ◼️ Health insurance ◼️ Partial gym compensation ◼️ English/Polish/Spanish language classes ◼️ Flexible working schedule ◼️ Friendly team and enjoyable working environment",Not specified,"Python,FastAPI,API,ML",Senior Python Developer
Nova Digital,"Українська IT-компанія Nova Digital, що входить в групу компаній NOVA — це потужний виробник веб-додатків та програмного забезпечення для архітектур будь-якої складності та навантаженості на них. Ми створюємо, обслуговуємо та постійно вдосконалюємо програмні продукти, зручність яких вже оцінили 32 мільйони приватних та бізнес-клієнтів Нової пошти. Ми розширюємо нашу команду, тому наразі ми у пошуку  Middle Database Developer Cloud   Чим ти займатимешся Створення та оптимізація ETL-воркфлоу, проектування та оптимізація архітектури баз даних Написання ETL процедур та підвищення ефективності наявних ETL процесів, забезпечення безперебійного потоку великих масивів даних Проектування та розробка звітів, дашбордів та інформаційних активів відповідно до вимог замовників. Реалізація логіки розрахунків, формування вітрин даних Створення підписок, звітів та аналітичних дашбордів, підтримка та удосконалення існуючих активів Співпраця з командами розробників, аналітиків та бізнес-користувачів для розробки та впровадження рішень на основі даних   Про тебе Досвід роботи з Python 3+ в якості розробника від 2 років, знання бібліотек NumPy та Pandas, написання чистих та читабельних скриптів Впевнені знання SQL. Написання на постійній основі functions, store procedures, triggers, views, calculations, ctes, recs Робота з cloud-based: Google BigQuery, Amazon Redshift середовищами Досвід роботи з високонавантаженими та надвеликими базами даних (від 5-10тб) Вміння швидко розбиратися в коді без розуміння бізнес процесу Рівень володіння англійської мови В1   Буде перевагою Професійний досвід роботи з сучасними аналітичними СУБД, бажано PostgreSQL, в якості розробника  Знання чи інтерес до data engineering, Big Data/Data Analytics (Tableau/Power BI, Google Cloud)   Ми пропонуємо Офіційне працевлаштування Оплачувану відпустку та лікарняні Медичне страхування Необхідну техніку для роботи Корпоративну культуру, яка мотивує та заряджає позитивом Роботу в соціально відповідальній компанії, що слідкує за трендами, цінує ідеї співробітників і розвивається разом з ним   Надсилай своє резюме, будемо знайомитись :)",Not specified,"Python,PostgreSQL,Pandas,NumPy,GIT",Middle Python Database Developer Cloud
